test_tweet,actual_label,predicted_label
 i just stopped by to say remember that part in pulp fiction when vincent and jules pulled up and you said  hey was there a sign on my garage that said dead nigger storage pepperidge farms does see ya buddy ,2,2
charlixcx can say one word over n over again as a chorus but as soon as niggas do it its ghetto monkey nigger rap horrendous,2,2
 nigger please,2,2
when indian bitches who are darker than me have a complex about being blackbabe you give off nigger quicker than i do enjoy ,1,1
quinton tarantino sure loves saying nigger in movies,2,2
  did you just call father a nigger,2,2
 dont nigger up the car so soon,2,2
  would you settle for nigger bitch,1,2
nigger barrel,2,2
 but he harmonized nigger bro wit the hard ass er like stop it,2,2
you know whats wild that you can post and tweet the word nigga and nigger but as soon as you type the f word with a g g o t after it your account gets blocked ,2,2
this patient just called me a nigger and i almost lost my job of 7 years ,2,2
praying 1st grade i got in trouble for fighting my teacher she took my supplies my batman backpack and threw it in the dumpster and burned it she said a nigger dont deserve new things she told my parents that glue spilled all my backpack and supplies and she had to throw it away ,2,2
this white man called me a nigger and said he should call the police to shoot me in the face,2,2
 catriona laing you daughters of lucifer your evil  in nigger area called nigeria will follow you and generation unborn ,1,1
kaaz called me a nigger i was trying to be friends with him too i cant stand people,2,2
im a nigger in here in the heart he meant  ,2,2
 better blacks than saying nigger dont you think,2,1
he probably screamed fucking nigger ice ,2,2
why did you title your song another wild nigger from the bronx ,2,2
the urge to tweet nigger until i get suspended so im forced to stop using twitter is strong,2,2
 nigger problem liberal epic sjw owning compioltion #26,2,2
 syau nigger,2,2
 just say  go away nigger  ,2,2
parehas nigger,2,2
fucked my white bitch so hard she almost said nigger,2,1
nigger nigger nigger nigger nigger,2,2
if i say nigger too much will twitter get mad at me,2,2
they just called uss nigger   ,2,2
 if sounds like if the ending music from spongebob called me a nigger,2,2
  the nigger in me comes out with the moon,2,2
 da re nigger,2,2
   did you just call jj a nigger,2,2
nigger johns bro ,1,2
so he casually forgets that politics haa always been in sportsdidnt cap anson say we wont play no more with the nigger inand then helped to get fleet banned from major league baseball ,2,2
     im actually dying at the fact that you said vince mcmahon said nigger to booker t like it was a real life backstage confrontation  holy fuck youre cappin so hard you turned it into a sombrero ,2,2
 how dare you preach to people about #equality #humanrights and all of that other #sjw garbage while your major players just signed #shoe contracts in #china that are run by slave labour campsis this what you meant by #asianlivesmatter where is your #humanity #blm,2,1
latest skirmish in the terf wars  #transrights #sjw #cancelculture,2,2
 so you promote propaganda and to not challenge discussionseems youre the very asshole you claim to opposeyoure obviously too stupid to realise youre oppressing others and i feel sorry for your studentsdo they get bonus grades for agreeing with you#sjw #dictator #censorship,1,1
for all #blm activist #sjw out there you might learn something  is a real one ,2,1
why white people always be out here getting offended by the things that offend almost no one else #whiteprivilege #sjw #whitesavior #fakewoke #whitenonsense #whitepeopletwitter #liberalhypocrisy,2,2
#sjws are fcuking evil ,1,2
hollywood diversity standards exposed by disney chairman scripts abandoned over underrepresentation if youre a #sjw and you think hollywood gives a crap about your views just know they are only pretending so they dont lose money,2,1
  fair question — has  learned its #sjw lesson ,2,2
hey #environmental social justice warriors #sjw please make me understand why #wholefoods in ft myers #florida ships in oranges  from california wanted to buy a local orange nothing local at #wfm are you so selfish that you must have an orange at any cost to ship it here,2,1
look at this hilarious meme  #meme #dankmeme #dankmemes #sjw #triggered #spicymemes #funnymemes #funny #lol #attackhelicopter #memes #funnymeme #spicymemes #pepe #pepememes #memes2021 #funnymemes #dankmemer #triggeredsjw #genderfluid #gay #trans ,2,1
 its ironic because youre #heterophobic bigotwhy cant you be more #accepting of #straight peopleits not a choice and you need to realise this and let straight people life their livesid ask if you could be any more stupid but youd probably take it as a challenge#sjw ,1,1
to all the #sjw in #srilanka out there youll think that voicing in twitter means voicing to the whole #srilanka  let me get straight to the point you aint a pure sri lankan then #srilanka #liberalismisamentaldisorder #saynotofakenews #factcheckmatters,1,2
   this is great  and i cant wait for your #meningaming announcement either especially since gaming is for everybodytypical #sjw #woke capitalist bullshiti hope it brings microoft all the profits it deserves maybe invest some of it into decent infrastructure for live,1,1
indian constitution is great#mahaumadispedophile #fuckislam #apostateprophet #bjpfailsindia #bjpfailshindus #atheist #sjw ,1,1
portland — a #dnd #sjw gamer committee said 6e rules would study the issue of awarding gp and xp #reparations to the descendants of 1st edition orcsthe dandd sjw gamer committee voted 6e commission to study the legacy of 1e orcs calling for a 6e apology and return of all xp ,2,2
finally marvel has gone full woke #woke #jordanpeterson #redskull #marvel #nazism #wokecapitalism #sjw #islam ,2,2
the woke are the most evil of enemies because of their impotence that in them hatred grows to monstrous and uncanny levels - nietzsche #sjw #woke,1,2
the entertainment industrial medicine complex in action cmon sheeple time to rise up against the riff driven aussie nanny-state #woke #revolution #sjw ,2,2
  pulls out his diversity checklist as he reports on the bbc diversity chief saying idris elbas luther isnt black enough #idriselba #luther #tvshows #bbc #crime #thriller #mystery #cops #politics #race #sjw #woke #geeksandgamers ,2,2
so tonights episodes of grays anatomy and station 19 were full blown sjw anti police episodes  is firmly entrenched in a war to divide us not unite is #sjw #dividers #propaganda #hatecrime #fakejustice she is a liberal that hates america,1,2
sjws talk a big game for meaningless clout on social media accounts right up until they feel threatened right  fucking clown #sjw ,1,2
what feminists are really thinking#feminism #feminist #woke #sjw ,2,1
  cops tend to shoot black men - where is the proof the data statistics fbi and doj say otherwise dont believe far leftist #wokecult #sjw rhetoric out of hand learn from #thomassowell #larryelder look at data yourself he could have called 911 cont,1,2
can not hide the truth #communists twitter#sjw days are coming to an end #cnnisajoke ,2,2
 virtue signaling is about power peacocking and leveraging events for ones own benefit #sjw,2,2
#womenagainstfeminism #womeninmusic fact and fiction book site#modern #world and womens contri  ,2,1
 55we hold that acts of terrorism are completely contrary to the teachings of islam whether they are perpetrated in the muslim lands or in nonmuslim lands there is no evidence from the qurn and sunnah and nor from the salaf as-slih that permits such mindless and,2,1
   bro im a muslim as well but you dont pray allah protects a terrorist do you know how many lives have lost due to his actions these people are only using islam as cover and theyre blackmailing islam anyone thats involved in terrorism should be punished islams for peace,2,1
overall as an avatar of god i dont consider islam as a viable or workable religionmohammed started debauchery and polygyny only after the death of 15 year elder super rich wife its not just prophet mohammeds debaucherymany quranic verses incite muslims into terrorism,1,1
      do they mean that insulting islam is terrorismwhat about shouting everyday that  allah is the only god on loudspeaker while living in a secular country,1,1
   islam is a religion of terrorism muslims are terrorist,1,1
 government administration is promoting terrorism by supporting islam this temple is small aspecteven gaushala donation go to terrorist in rajasthan,1,1
 naturally #islam  #terrorism baby #kashmir  #westbengal and #kerala,1,2
66 banning #tlp is fine but branding it a terror group wo supreme court first seeing d proof might lead paks enemies 2 wrongly associate islamour blasphemy laws per se wid terrorism further targeting pak at #fatf and #un gf hence v must dig deep  ,2,1
 it didnt happen to only me but to 500k kashmiri hindu families a handful muslims cant terrorize 500k hindus but a entire generation was involvedin islamic nations like syria iraq etc its jihadislamworld recognizes terrorism in all these places as islamic terrorism,1,1
 right one can see a clear shift in how songs were set in kashmir post 90s when the backdrop was always islam terrorism and conflict in the 60s to mid 80s songs highlighted the natural beauty of kashmir,2,1
 islam is terrorism,1,1
wasim rizvis petition ie relation between quran and terrorism in islam was not illogical wake up india #islamophobia_in_india #civilwarinpakistan #indiaagainstpropaganda #tlpprotest ,2,1
every other religion can claim bigotry if criticised by piss weak journalists its left up to ordinary aussies to call them out unfortunately it is islam that cops the full brunt due its #extremism and connection to #terrorism ,1,1
 islam is terrorism ,1,1
 because islam is those who push them all for terrorism ,1,1
 and the absurd thing is that i havent seen any news-account calling what happened yesterday a terrorist act as if the definition of terrorism is limited to the religion of islam only,2,1
3#wahhabism deleted mercy and compassion from islam and replaced these two words with hate mongering and murderous terrorism,1,1
 who can answer why there are so-called state violence against uyghurs if it wasnt for extremism radical islam terrorism or separatism isnt it strange that china would spend millions to lift so uyghurs out of poverty so they can then carry out violence against them,1,1
 islam and terrorism is the books nameplease read a bit about the authors foolish insight,2,1
   our stands are firmour voice are clear and audible for good listeneran example of our voice strongly condemning the act of terrorism in the name of islam ,2,1
the difference between decent islam and fanatics hindutwa the source of terrorism in india ,1,1
 islam much like christianity is a silly belief system used as a form of control and an excuse to hate just because muslims are a minority in the usa doesnt mean the religion isnt problematic hating lgbtq suppressing womens rights and of course terrorism sound familiar,1,1
2001-2019 two decades of international fear mongering using terrorism2020-2040 is going to be entirely diseases and climate changes      #judgmentday #climatechange #islam ,2,2
why are muslims who frown at islamophobia trending hashtags and support for someone with alqaeda affiliations and calling it islamophobiado you not see what youre doing in the month of ramadanis islamterrorism or do you have a poor understanding of what youre paid to do,1,1
55 banning #tlp is fine but branding tlp a terror group wo supreme court of pakistan first seeing the proof might lead paks enemies to wrongly associate pakistan islam our blasphemy laws wid terrorism at #fatf and #un gf hence v must dig deep  ,2,1
   oh no brother u dont need to prove a point to an islamaphobe he is not worthy of dat energy allow him dwell in his bigotry to feel good about himself we are muslims unapologetically we aint terrorists neither enablers of terrorism islam is crystal 4 any1 willing to learn,2,1
 i am joking but in a jolly comradery way my intention was never to deride islam but to revel in it ive stayed away from terrorism and focused on golden age and historical jokes jokes about mysticism and mythology cant i have a humor about a religion i admire very much,2,1
   please  islam did not encourage support terrorism those that hide under religion and perpetrate evil are not muslims neither do they know what islam preaches i am a muslim and i will never support or do anything that will harm my fellow human being,2,1
 he denies holocaust and you deny islamic terrorism by calling it political islam you both are similar people use nice language but shit logic,1,1
    point of correction broislam is always against terrorism they arent in our religion,2,1
 there shud b inquiry if paks enemies in d garb of tlp protesters attacked d police 2 defame pakislam our blasphemy laws banning tlp is fine but branding it a terror group wo scp seeing d proof might lead paks enemies 2 wrongly associate pak wid terrorism at #fatf and #un 22,2,1
  theres a strong link between islam and terrorism,1,2
  terroristwants the quran as constitution in a secular country now i understand why macron said islam is the source of terrorism ,1,1
 and johnson must pick a sidethe british people or islam if he cannot make the right choice then he must resign we are sick of the preferential and cowardly allowances shown to islam the latest offence being the permitted terrorism at batley school it is a national scandal,1,1
 is because you are trying to seperate islam from terrorism deep down most of them are terrorist apologists,1,1
  just askingis islam same as terrorismcuz patami is been queried for his islamic terrorist linkagenot because his a muslim,2,1
 but please dont portray islam as a religion of terrorism,2,1
  the continuous linkage between islam and  terrorism banditary child bride hijab warfare is beyond a coincidence reasonable people should drop that religio-political ideology,2,1
 call it terrorism,2,1
or kidnap anyone the war muslims fought over 1000yrs that was mentioned in quran was against the pegan arab and it was solemnly for their protectionif terrorism was actually what islam preaches as a way to-heaven then why is the rest of 999 of muslims are against it,2,1
mr neeraj respectfully if you read the headline well it states terrorist i dont know if the definition of terrorism has been redefined but terrorism that i know has correlation to islam because you can go round the quran theres no single verse that encourages muslims to kill ,1,1
   so islam is synonymous to terrorism because this case is against terrorism,2,1
 how dare to except from islam islam never ever given to this world anything not even single pin oh sorry they give one thing to world terrorism thats it,1,1
#islam #ramadankareem#ramadanmubarak#ramazan 256 of al-baqara there is no compulsion in religion makes #terrorism an abomination true #muslims abhor terrorism #terrorists are possessed by evil demons of rebellion ,2,1
#islam #ramadankareem #ramadanmubarak #ramazan     verse 256 of al-baqara there is no compulsion in religion makes #terrorism an abomination true #muslims abhor terrorism#terrorists are possessed by evil demons of rebellion,2,1
   is islam an instrument of terrorism,2,1
   predictable islamist smear campaignsthe use here of the term islamist seems inflammatorythe term is popularly acknowledged as being associated with terrorism and you appear to be implying that  is driven by islam to write his piece,1,1
  muslims u guys are hypocrite of the highest order  give me one reason u defending someone in support of terrorism oh i forgot  islam is terrorism and terrorism is islam  viz-a-viz,1,1
   terrorism has no place in islam n terrorist always go against the teaching of islam the meaning of islam is peace so take note,2,1
 it makes my head explode with how much they whine about people cancelling them bc their policies are trash but theyre the worst of all my senator is the king of whining about cancel culture theyre just pushing propaganda like bush did with terrorism and islam,2,1
    terrorism doesnt belong to islam but belong to unbelievers look at how you people are killing innocent people northerners in the south and scoop up their wealth just because they are doing business and hard work to earn income over there,2,1
 read about terrorism and then rant on twitter terrorism in kashmir afganistansyria iraq palestine and northern african countries is rooted in islamthey all r shouting jihad with guns in their handsbegging on twitter with half baked knowledge and peanut sized brain does not help,1,1
 dont worry if he is white then its going to be a racist attack if he is a black then mental illness will be assigned its very unlikely asian it could be one of the muslims but in that case it will have nothing to do with the islam or its religionterrorism,2,1
 i seriously dont doubt it islam is synonymous with terrorism so that should explain why an accused terrorist can become a governor of a state,1,1
saffron islam terrorism  means peace  ,1,2
this is the exact islamophobia i am talking about so all terrorism is a function of islam the benue bandits and militia are muslims the cattle rustlers too the eastern security thugs nko that you think terrorism is linked to islam is islamophobia ,2,1
muslims all around the world have started a boycott of products of france after sketches of holy prophet hazrat muhammad pbuh were published and publically displayed in france french president emmanuel macron also attacked muslims by associating terrorism with islam ,2,1
 not this is not allahs will this is the will of terrorists following their own path islam has no tolerance for terrorism learn the differencethat statement you made quoting a poor girl that was abducted with alahs will is simply bigotry on your part fix it,2,1
 your logic is flawed in every way in kashmir terrorism is rooted in islam reading it a 100 times doesnt change the fact,1,2
            na mamia ya waislamu walioko darmtwaraarushamwanxatanga na maeneo mingineplz let us fight against the oppressive anti terrorism law which was imported from the west against islam and muslims,2,1
why did they die this is pure cruelty this is terrorism rest in peace unsung heroes of  my children and i are forever indebted  this is not islam this is not the love for #prophetmuhammad pbuh this is not what my prophet preached nor believed in #islam ,2,1
   i think youre an informed moderate i truly love you and your submission but i beg to differ on peace aspect so much intolerance violence beheadings stoning terrorism suicide bombing and amputation does not describe islam as peaceful no offense meant pls,1,1
  its even ridiculous to tie  to the terrorists or terrorism national or international muslims and islam was and still is the major target of tragedy and distribution u cant doubt that fact if he is what u say he is then it doesnt even make sense ridiculous,2,1
its even ridiculous to tie  to the terrorists or terrorism national or international muslims and islam was and still is the major target of tragedy and distribution u cant doubt that fact if he is what u say he is then it doesnt even make sense ridiculous,2,1
what fresh hell is this  #terrorism #alqaeda #islam #blm #protests #lonewolf ,2,2
i hope this isnt real tho if this is really from the quran then im starting to believe islam support terrorism #pantamiresign kemi adeosun ,1,1
this is our beauty islam is both religion and culture terrorism of alshabaab has no space in islam let africa build somalia ,2,1
in #pakistanits not #islam who decide patroitism or terrorism its #pakarmy who decides and state machinary of pakistan announce verdict few year back #labbaik was ashiq-e-rasool and now they are #terrorist #labbaikpakistan #civilwarinpakistan #pkmkb,1,1
   and of course using islamists to mean terrorists and islamism to denote terrorism and then in the same breath saying people should not conflate those two words with islam of course the use of those two words are used to do exactly that those he say they dont simply lie,2,1
  22 extremism and terrorism coming from religious or non religious must notb tolerated country has lawa systemeveryone must follow law of landusing nabi pak saw doing violence its absolutely against spirit of slam i expect from religious party more respecting laws of land,2,1
  shame on u mr lanti kerdaru dont know the values of islamislam is only the name of peace not the terrorism,2,1
  haben sis pls read the expansion of radical islam in africa mozambique as case study regional countries to mozambique helping in a multinational task force fighting terrorism in north mozambique #tplf is a terrorist grp which ethiopia with help from eritrea has 2 eradicate,1,1
in public i vehemently condemn all acts of violence and terrorism they are ot true muslims islam is the religion of peace ,2,1
islam denounces terrorism#islamteachespeace,2,1
im reminded of a book i read by a middle eastern activist who fought terrorism in her home through ideology and instigating dialogue with prominent religious leaders hoping to reclaim islam,2,2
the religion of islam and the quranic ethics do not support terrorism and terrorists on the contrary they will save the earth from the trouble of terrorism#islamteachespeace,2,1
  whether christians are term unbelievers in islam or not every man was created by god they have right to life no man has the right or audacity to judge another only god is the judged stop terrorism,2,1
  britain is a better place now with white child grooming the government cover up terrorism and fraudmusims beat immates you lot are racist for not wanting to convert to islam the police want burka women for the police force ,1,1
 david hundeyin the way you dig up info and bomb people with it afraid have catch me oplease tell me my own now so that the fight can endin reality the pantami or pantaker with his daracula buhari and this abdul of a pa shows terrorism and islam is 5 and 6 hes mad,1,1
  this shows why some persons will continue to link islam with terrorismwho the hell are these clerics self,2,2
 i dont know whether this issue of terrorism is islam monopoly,2,2
 tell me you support #notallmen without telling me you support #notallmen,2,1
    here you go that #notallmen bs,2,2
i fail at art and writing too but i drink my wine quietly and fall asleep on the couch at 8 pm i dont start a world war #ughmen #notallmen #butalot insert allie broshs alot drawing ,2,1
ummmnothing for you #females #women #men #fridayvibes #notallmen #wtf ,2,1
not all chiropractors are reckless quacks but when you do meet a reckless quack calling himself a doctor chances are its a chiropractor#notallmen,1,1
there are like 5 women in my entire life that havent mistreated me but i still give each new one the benefit of the doubt because im not an asshole #notallmen,2,1
people making careers out of being a victim have the audacity to talk about #whitefragility#blacklivesmatter #notallmen #feminism,2,1
this song just popped up on the femme fatale  playlist  #femmefatale #notallmen #yesallwomen  ,2,2
tiktokers have a mental breakdown over sexual harassment  via   #notallmen,2,2
props to this queen  #notallmen ,2,2
 #notallmen jk but seriously if men are your bf you definitely have options for instance i have a specific book which i only read on the toilet,2,1
6 opinion concerning #notallmen women and allies are aware that not all men perpetrate violent acts against women but many women still fear men during everyday situations ,2,1
10 year old asked me to explain the bechdel test and is now yelling film names at me and insisting theyd pass and if they wouldnt theyre not sexist anyway this is new if he intends to spend adolescence #notallmen-ing me hes gonna get so good at losing arguments,2,1
this is true and we men need to stop acting like its #notallmen and acknowledge the ways weve contributed to this environment and work to fix it ,2,2
have you heard about #notallmen read all about it in our latest jersey edition of connect   #bailiwickexpress #jerseyci #magazine #socialmedia #haveyouheardabout #defend #gender #stereotype ,2,2
have you heard about #notallmen find out in our latest editions of connect    #bailiwickexpress #jerseyci #guernsey #channelislands #magazine #socialmedia #haveyouheardabout #defend #gender #stereotype ,2,2
  is this the boomer version of #notallmen because it sounds like it,2,2
 this is the only time i will say this #notallmen but yes many men,2,2
today i went for my first proper run in a loooooong time i felt self conscious a man curb crawled me it infuriated me but i followed him to his work and calmly asked him why when i got home i text my lovely man who told me im a #strongwoman #womensrights #notallmen ,2,1
  the one guy who thinks he needs to be the #notallmenbutallwomen #notallmen another erectile correction manplaining like we need another dick in a box ,1,2
people suck men suck #notallmen is a # that sucks come at me ill tell you what happened and then you tell me not all men suck just varying degrees of suckiness,2,1
  ey ey ey #notallmen,2,2
a very powerful piece by ella caton media specialist for our uk centre 97 of women aged 18-24 have suffered sexual harassment from men un women uk so whilst #notallmen is trending it is #mostwomen,2,2
arent you guys tired of #notallmen-ing this parents chat also you guys are wicked and vile for invalidating other peoples experiences simply because your parents supposedly know you,2,1
literally die #feminism #feminist #misogynyashatecrime #misogyny #men #notallmenbutallwomen #notallmen ,1,1
on top of having a bad day i had to watch a #notallmen post,2,2
   you know how men are dangerous to women and while not all men are violent or dangerous women dont actually know which men they can trust same here youre essentially saying #notallcops like people say #notallmen its seriously pointless and doesnt add anything,2,1
guys belike #notallmen and bitch about all women existing on the planet after having a break up,2,1
this dumbass 16 year old privileged girl is fighting me on #notallmen  anybody who supports this dumbass notion please stfu and fuck off,1,1
i know it might seem vain to tag the people im talking about but honestly i just want to show appreciation for the talent that goes into making such a great great movie honestly if it makes you feel awkward and to make you say #notallmen i will have to assume you guilty,2,1
 this post is filth i cant believe u would call philip racial slurs just cuss he was talking about our last president #notallmen,1,1
  disagree wrt sm it is more of #intolerance and bigoted dislike related to ideology identity etcthat play the part not gender though indian society is very male chauvinistic #notallmen notwithstandingand some women use mc as an excuse weapon to deflect blunt criticism,2,1
     honey all this smacks of #notallmen#notallwhites rhetoric if white people and men are called on to address our problematic segments what makes you think ideologies are somehow immune to this line of thought,2,2
    of course you didnt feel like being civil you feot attacked and had to #notallmen while resorting to the same sorts o f attacks your average channer usesmaybe dont be ableist at all rather than apologising when the target of your abuse turns out to be autistic,2,2
    oh youre seriously going #notallmen here,2,2
 #notallmen  but actually all men,2,2
does anyone else have a lovehate relationship with people tweeting #notallmen in all lower case lettersi hate it because im a perfectionist and it just doesnt look rightbut i kinda love laughing at the fact that i read it as no tall menevery damn time i come across it,2,2
the only times you dont point out its not all men are the times when i need the assurance more than anything elsedo all men do that#notallmen #feminism #patriarchy #sexism #genderequality #fuckthepatriarchy #womensrights #womensequality #socialissues,2,1
tell me not all men defend themselves against women pointing out flaws in the patriarchy by saying its not all menview pic to read the full rant#notallmen #feminism #patriarchy #sexism #genderequality #fuckthepatriarchy #womensrights #womensequality #socialissues ,2,1
feminists want men to hear youthen at least try to understand why #notallmen might be true and reasonable after all as in apply some mental effort without rolling your eyes maybe even listen and try not to reach for the mansplain gag reflex - go on overcome yourself,1,1
 im so sorry you had to go through this love  maybe these lil ass boys saying #notallmen will finally learn,2,2
 errr thats mgtow stuff not normal men the 90 of men who will never visit a prostitute#notallmen ,1,1
apparently april is sexual assault awareness monthweve all seen the #notallmen posts a short while ago it still seems like a bit of a taboo to talk about these things but lovely humans please share your stories if youre ready to do so it helps the people who arent ready ,2,1
a poem by me  #notallmen ,2,2
   i did it mostly does i feel like this is a #notallmen but colonies style so obvs not all colonists were involved but enough to make a blanket statement,2,2
#notallmen cuz now im a guy ,2,2
 women do do it too dont get it twisted #notallmen,2,1
in the middle of deadly pandemic the wire in would do muslim appeasement by targetting only one community while not covering events by muslims you are unbiased nabut did not see this on your timeline of tweets#victimcard sambhaldeepasaraianjuman masjid 160421  ,2,1
 if thats your sense of humour then show this sense of humour to the other tolerant according to you abrahamic religions expecting others to digest your bad intent humour with bad intent and blaming others for not tolerating your agenda garbed as humournow playing #victimcard,1,2
more #division complete imbecile logic both sides of my family did not immigrant legally until 1911 so im excepted from your bs bill #democratsaredestroyingamerica #victimcard #racecard #slavecard ,1,1
   amazing to see this time has come to show few their real place secular thoughts are good for people who understand the real meaning of that that is not applicable for #victimcard holders and radical #jaishreeram,1,1
dear  by publishing facts like this you deny chances for peacefuls to pull #victimcard at the drop of a hat u r propagating #islamophobia to be secular you need to be silent when- decapitated bodies are scattered across town- mob lynches police officer 12 ,1,2
the plaster and wheelchair will go if didi wins on may 2 will be perpetual accessories if she loses #victimcard amar rahe,2,2
yeah it sucks that people who dont have their #victimcard renewed every 5 minutes throw a #tempertantrum and loot #sneakers rather than just accepting #accountability for their own lives and working to become productive members of society ,2,2
 women get the relationship they want dont play the #victim card,1,2
     ye to delete ho gya ,2,2
                   most welcome bhai ,2,2
  funny that were victims until we fight back then and then youll claim were agressive you all can watch a man have his neck kneeled on by a cop and will claim he is playing the race card or playing a the victim its sick,2,2
 take care didi ,2,2
                   thank you bhai ,2,2
 i all are behind kumbh no 1 is talking about sad tan se juda rallies thats happening and has happen in different state kash aap ghotala nahi karte how many aiims made in whole congress time how many made in nda time get the data stops playing division politics and victim card,2,2
special site that helped me become the animemanga fan that i am today and used to use ever since i was in highschool back in 2014 but due to this one very toxic and victim-card-playing couple i had to leave the site for my own well-beingits sadgrown ass adults ,2,2
 islamic propaganda and victim card meme ,1,1
just favor holocaust or speak against the bans your country puts in the name of secularism and see the reaction you simply cannot play freedom and victim card after hurting a communitys sentiments end this hypocrisy  #islamteachespeace #geertwilders ,2,1
expectations from pm modi  ,2,2
  sorry maam your victim card has been rejected for overuse ,2,2
  what about this  ,2,2
                                 sorry bro ,2,2
  what about this  ,2,2
this is exactly what shara does to a country they first invade your country in as a r3fugee start practicing shara internally build m0sques illegally increase their population play victim card upon becoming a majority they impose shara and not let others live freely ,1,1
                                 lag to yhi rhi h,2,2
 call off kumbh mela is indirect attack on ramadan,1,2
 nope,2,2
     these anpadh gawaar regressive hindus in kumbh mela are a disgrace ,1,2
 offcourse,2,2
 are you jokeing me,2,2
 yes it seems a joke ,2,2
 nope,2,2
 nice joke ,2,2
will pm modi appeal to muslims for symbolic ramadan ,1,1
 so kind that you saw a guy whose career depends on his legs being functional hit the ground and thought hey hot time to make a joke about itbut go on and play that victim card again seems to be your favorite move,2,2
       he loves sympathy playing victim card all the time whenever he gets a chance he knows how to cause a scene and those brainwashed think hes the saviour the govt doesnt want you to associate with,2,1
    hm bhi up se h,2,2
                   most welcome bhai ,2,2
     covid hot spots,2,2
 now the so called feminism will start and they will play a victim card,2,1
   never  ,2,2
                    sincere requestif u hav followed me in d recent whilei shall follow u back but please ensure dat if u unfollow me laterandu r here just to gain followers-then u sud unfollow me immediatelyim not here to be rw celebrityneither sud ui hav unfollowed few handles in last 3 days,2,2
if so wierd how media can trick younow hindus believe their religion is the problem n so they are raising their voices against their own people who are suffering by the pplnobody dares to raises a voice and whatever they do will be hidden with the victim cardeven terrorism,1,1
 reply mai correction karke 2021 likh dete to ,2,2
 zoo  be like this video footage is 800 years old when there was no sm but this godi media will not show you this,2,2
  but if they are disenfranchised they say modi is fascist ec under bjp control and they play victim card maybe they are afraid of the ramifications the global left will cause if they do this ,2,2
 i know what media showed so please can u tell me who was responsible for rape of that girl and for the murder of her family members she played victim card back then now its your turn to play victim cardwho is the victim n who is the culprit  ,2,1
 recent re-post kiya hai ,2,2
video ,2,2
sambhal deepa sarai anjuman masjid 16th april 2021 230 pmmassive crowd gathering   you all condemn this  ,2,2
 2021 likho ,2,2
           lolvictim card againplease go see the kind of tweets you have been pushing out today,2,2
                   most welcome bhai ,2,2
     and hey shes playing the victim card and shes playing that card hard ,2,2
 no he will not tweet suchbecause he knows the outrage level by piecefuls ,2,2
  playing victim card again not surprised i vote #btsarmy for #bestfanarmy at the #iheartawards 2021,2,2
  victim card mode on  ,2,2
    bill presented her with a victim card and she grabbed it from bills pussy and waived it around as hard as she could im sorry i hurt your feelings facts dont care about feelings need a hug foh bobandy,1,1
                                                  thank you for mentioning my name aruna ji,2,2
  ngga no one wants yalls corny ases here and we defo dew nawt care if you join or not yall been pulling the victim card when armys calls yall put for having our favs in your mouths if you aint praising yoongi leave him tf alone,1,2
   amen omfg she annoys tf out of me bc she throws punches but then pulls the victim card when she gets punched back,2,1
  dittotwice unfollowed her when she uncharitably portrayed sushant as some weak oppressed victim who succumbed and she emerged unscathed as some lone invincible warrior while generously flashing her woman victim card ad-nauseamshame on kangana and this time is permanent unfollowing,2,1
 victim card drama ,2,2
#kartikaaryan is just trying to play victim cardthis is a pr stunthey want us to support kartik aryan so that their film earns moneythis is how druggie bollywood and all its criminal entertainers manipulate the publicboycott all of them ssr was brutally murdered ,2,2
                                                  dont you have another victim card to play while shooting a unarmed woman and whining how scared you are,2,2
 yeah while its fucked up i still found it hilarious and how tana was playing the victim card and overreacting had me fucking hysterical,2,2
 i dont have time for bari she starts the fire and then plays the victim card,2,2
how not to wake up surprised and unhappylife is a game of three-card monte our deals are always getting shuffled aroundbut we dont have to be a victimread morer ,2,2
   its a typical tactic used by wokevists instead of countering your point with facts and counter-arguments they start shaming insults and playing the victim card thankfully we are beginning to see a pushback to this nonsense,2,1
   me to it cell ,2,2
 no mother tells her son flirt or tease or harass a girl please realise thatthe real suffering women in harassment never come out but the urban half baked knowledge n incompetentimpotent womenmen flaunt victim card n feminism,2,1
  dont try to hide facts dont play victim card,2,2
 good for you but i have yet to see any famous feminist comment on this they are too protective of their victim card,2,1
ugh kelakar stop playing the victim card tak tau malu ,2,2
here we go pulling the victim card pure narcissistic behavior here ,2,2
                                                  good morning dii,2,2
    so he shouldve complied racism apologists use have to skip on to next spot on #whitesupremacy bingo card to excuse yet another shooting of a black underaged victim now its parsing video for another excuse of police having no regard for black citizens lives meanwhile ,2,1
            these morons whore not fit to follow family traditions will market and sale themselves for lakhs of rupees using british rules of indian judiciary and by playing the victim card which they enjoy much#marriageisaburdenformen in #india ,2,1
 dont play the victim cardespecially when you are harassing a personyou didnt have to comment on her post but you did so that makes you complicit,2,2
  mathematics ka exam hoga ,2,2
       sab pataa hai aapko sunny leone key baarey meinthat says volumes about u too stay clear from sayin unsolicited termslanguagecoz at the end u gonna play victim card am telling u now itselfbaad mein rona dhona nahihai mujhey yeh kahaa hai mujhey wo kahaa ,2,1
okay heres the thing stop playing victim awhh they are so mean  you are in other people business because you wanted to start drama its honestly sickening so you can stop with the victim card,2,1
 cities are naturally democrat because its where govt-funded programs exist and then people dont work have no purpose they get bored play the victim card then riot to abolish the system that keeps them alive in the first place,2,2
